listing_id,host_id,host_name,host_location,host_is_superhost,neighborhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,estimated_occupancy_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,first_review,last_review,calculated_host_listings_count,host_has_profile_pic,host_identity_verified,has_availability,occupancy_rate,amenities_count,availability_ratio,estimated_occupancy_from_calendar
831122937768017113,210596861,Craig,"Fort Walton Beach, FL",True,Fifteenth Ward,42.67076,-73.82612,Entire home,Entire home/apt,9,2.0,2 baths,5.0,5.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Wifi"", ""Hot water"", ""Private entrance"", ""Fire pit"", ""Outdoor dining area"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Exercise equipment: free weights, stationary bike, yoga mat, workout bench"", ""Bathtub"", ""Cooking basics"", ""Ceiling fan"", ""Iron"", ""Baking sheet"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Microwave"", ""Dining table"", ""Stainless steel oven"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Electric stove"", ""Radiant heating"", ""Exterior security cameras on property"", ""Toaster"", ""Patio or balcony"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""Garden view"", ""Outdoor furniture"", ""Free driveway parking on premises"", ""First aid kit"", ""Free washer \u2013 In unit"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Fire extinguisher"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Free dryer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Cleaning products"", ""Keypad"", ""Board games"", ""Private gym in building""]",2,1125,19,46,70,322,124,34,1,204,4.95,4.96,4.94,5.0,4.96,4.89,4.85,3.47,2023-03-12,2026-01-25,1,True,True,True,0.5589041095890411,55,0.8821917808219178,0.11780821917808215
841524382518312215,462042479,Natasha,,False,Sixth Ward,42.66008,-73.76977,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Smoke alarm"", ""Kitchen"", ""Exterior security cameras on property"", ""Air conditioning"", ""Fire extinguisher"", ""Wifi"", ""First aid kit"", ""TV"", ""Carbon monoxide alarm""]",3,365,30,60,90,365,6,0,0,0,4.33,4.5,4.5,4.5,4.83,3.83,4.17,0.2,2023-09-04,2024-07-09,2,True,True,True,0.0,9,1.0,0.0
841524433909352403,462042479,Natasha,,False,Sixth Ward,42.65987,-73.77025,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Smoke alarm"", ""Kitchen"", ""Radiant heating"", ""Stainless steel single oven"", ""Exterior security cameras on property"", ""Private patio or balcony"", ""Lockbox"", ""Fire extinguisher"", ""Portable air conditioning"", ""Laundromat nearby"", ""Wifi"", ""Stainless steel electric stove"", ""First aid kit"", ""TV"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Self check-in""]",3,365,30,60,90,365,12,0,0,0,4.5,4.83,4.67,4.5,4.92,3.58,4.25,0.37,2023-06-28,2023-12-03,2,True,True,True,0.0,17,1.0,0.0
843481456379840308,188679144,Elizabeth,,False,Sixth Ward,42.65483,-73.76353,Entire rental unit,Entire home/apt,4,1.0,1 bath,3.0,2.0,"[""Smoke alarm"", ""Kitchen"", ""Cooking basics"", ""Air conditioning"", ""Lockbox"", ""Fire extinguisher"", ""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Heating"", ""First aid kit"", ""Outdoor dining area"", ""TV"", ""Carbon monoxide alarm"", ""Self check-in""]",14,365,30,60,90,365,2,0,0,0,3.5,3.0,3.5,3.0,4.5,5.0,3.5,0.06,2023-03-21,2023-09-04,11,True,True,True,0.0,15,1.0,0.0
845960193409947556,268741708,Antoinette,,True,First Ward,42.63504,-73.79833,Entire home,Entire home/apt,8,2.0,2 baths,4.0,5.0,"[""Smoke alarm"", ""Kitchen"", ""Indoor fireplace: electric"", ""Dishwasher"", ""Samsung stainless steel electric stove"", ""Private patio or balcony"", ""Ethernet connection"", ""Baby safety gates"", ""Free driveway parking on premises \u2013 8 spaces"", ""Shower gel"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""Fire pit"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Private backyard \u2013 Not fully fenced"", ""Bed linens"", ""Luggage dropoff allowed"", ""Park view"", ""Bathtub"", ""Children\u2019s dinnerware"", ""Ceiling fan"", ""Shampoo"", ""Iron"", ""Cooking basics"", ""Hot water kettle"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Baking sheet"", ""Clothing storage"", ""40 inch HDTV with Amazon Prime Video, Disney+, HBO Max, Netflix"", ""Dining table"", ""Stainless steel oven"", ""Washer"", ""Long term stays allowed"", ""Pets allowed"", ""High chair - always at the listing"", ""Radiant heating"", ""Portable fans"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Coffee"", ""Outdoor furniture"", ""Garden view"", ""Books and reading material"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Barbecue utensils"", ""Conditioner"", ""Fast wifi \u2013 202 Mbps"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Self check-in"", ""Coffee maker: drip coffee maker, pour-over coffee"", ""Freezer"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old"", ""Children's playroom"", ""Free dryer \u2013 In unit"", ""Fire extinguisher"", ""Cleaning products"", ""Private BBQ grill: gas"", ""Keypad"", ""Board games"", ""Baby bath - available upon request""]",1,1125,7,29,55,171,143,46,3,255,4.97,4.97,4.94,4.98,4.99,4.87,4.89,4.05,2023-03-25,2026-02-10,1,True,True,True,0.6986301369863014,71,0.4684931506849315,0.5315068493150685
846586211673806912,49372011,Philip,"Albany, NY",False,Twelfth Ward,42.67336,-73.78619,Entire rental unit,Entire home/apt,7,2.0,2 baths,3.0,3.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Coffee maker"", ""Hair dryer"", ""Body soap"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Heating - split type ductless system"", ""Bathtub"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Microwave"", ""Dining table"", ""Washer"", ""Extra pillows and blankets"", ""Oven"", ""Exterior security cameras on property"", ""Air conditioning"", ""Essentials"", ""First aid kit"", ""Conditioner"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Keypad"", ""Stove""]",2,1125,30,60,88,362,19,0,0,0,4.68,4.79,4.74,4.68,4.84,4.42,4.68,0.55,2023-04-14,2025-01-24,1,True,True,True,0.0,36,0.9917808219178083,0.008219178082191747
849460179246794510,1761578,Grant,"New York, NY",False,Sixth Ward,42.65432,-73.76531,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,0.0,"[""Smoke alarm"", ""Kitchen"", ""Housekeeping - available at extra cost"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Hair dryer"", ""Body soap"", ""TV"", ""Bed linens"", ""Bluetooth sound system"", ""Bathtub"", ""Shampoo"", ""Iron"", ""Portable heater"", ""Clothing storage"", ""Smart lock"", ""Paid street parking off premises"", ""Extra pillows and blankets"", ""Portable fans"", ""Drying rack for clothing"", ""Record player"", ""Exterior security cameras on property"", ""Essentials"", ""Central heating"", ""Movie theater"", ""Free washer \u2013 In unit"", ""Self check-in"", ""Free street parking"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Paid parking on premises""]",2,28,0,0,0,164,2,1,0,6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.08,2024-02-18,2025-02-17,2,True,True,True,0.01643835616438356,32,0.44931506849315067,0.5506849315068494
850173470105833039,120815848,Phat,"Albany, NY",True,Second Ward,42.6446,-73.75885,Private room in townhouse,Private room,3,1.0,1 private bath,1.0,2.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Trash compactor"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Bikes"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Hair dryer"", ""Body soap"", ""Fire pit"", ""Outdoor dining area"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Bed linens"", ""Coffee maker: drip coffee maker, french press, Keurig coffee machine"", ""Luggage dropoff allowed"", ""Bathtub"", ""Cooking basics"", ""Baking sheet"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Safe"", ""Fireplace guards"", ""Central air conditioning"", ""Dedicated workspace"", ""Microwave"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""Beach essentials"", ""Extra pillows and blankets"", ""Rice maker"", ""Long term stays allowed"", ""Children\u2019s books and toys for ages 2-5 years old and 5-10 years old"", ""EV charger - level 2"", ""BBQ grill"", ""Portable fans"", ""Toaster"", ""Essentials"", ""Lock on bedroom door"", ""Coffee"", ""Shared patio or balcony"", ""Single oven"", ""Outdoor furniture"", ""Single level home"", ""Sound system"", ""Clothing storage: closet"", ""HDTV with Apple TV, Disney+, Amazon Prime Video, HBO Max, Hulu, Netflix"", ""Books and reading material"", ""Central heating"", ""First aid kit"", ""Barbecue utensils"", ""Conditioner"", ""Courtyard view"", ""Dishes and silverware"", ""Free parking on premises"", ""Crib"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Fire extinguisher"", ""Cleaning products"", ""Keypad"", ""Cleaning available during stay"", ""Stainless steel gas stove"", ""Outlet covers"", ""Shared backyard \u2013 Fully fenced"", ""Private living room""]",1,1125,23,50,68,327,217,59,3,255,4.98,4.95,4.98,5.0,5.0,4.7,4.95,6.22,2023-04-07,2026-02-07,1,True,True,True,0.6986301369863014,73,0.8958904109589041,0.1041095890410959
850653820133738660,20536619,Emily,"Albany, NY",True,Thirteenth Ward,42.67177,-73.79464,Private room in home,Private room,1,1.5,1.5 shared baths,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Stainless steel single oven"", ""Wifi"", ""Hot water"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Ceiling fan"", ""Baking sheet"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Microwave"", ""Host greets you"", ""Dining table"", ""Long term stays allowed"", ""Radiant heating"", ""Portable fans"", ""Drying rack for clothing"", ""Exterior security cameras on property"", ""Coffee"", ""Outdoor furniture"", ""Shared patio or balcony"", ""Books and reading material"", ""Clothing storage: closet"", ""First aid kit"", ""Stainless steel electric stove"", ""Barbecue utensils"", ""HDTV with Roku"", ""BBQ grill: charcoal"", ""Window AC unit"", ""Dishes and silverware"", ""Free parking on premises"", ""Refrigerator"", ""Blender"", ""Free washer \u2013 In building"", ""Freezer"", ""Coffee maker: drip coffee maker"", ""Free street parking"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Bidet"", ""Shared backyard \u2013 Fully fenced""]",28,89,29,59,89,89,17,3,0,168,5.0,5.0,5.0,4.94,5.0,4.88,4.88,0.55,2023-07-31,2025-10-11,13,True,True,True,0.4602739726027397,48,0.24383561643835616,0.7561643835616438
857981934159027424,60293220,David,"Latham, NY",True,Third Ward,42.65817,-73.74935,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Clothing storage: closet and dresser"", ""Gas stove"", ""Wifi"", ""Hot water"", ""Hair dryer"", ""Body soap"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Hot water kettle"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Radiant heating"", ""Portable fans"", ""Toaster"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""Single oven"", ""42 inch TV with Amazon Prime Video, Hulu, Netflix, Roku"", ""First aid kit"", ""Free parking on premises"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Free washer \u2013 In building"", ""Freezer"", ""Coffee maker: drip coffee maker"", ""Lockbox"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Cleaning available during stay""]",3,365,22,52,82,357,27,8,0,48,4.81,4.81,4.78,4.93,4.89,4.67,4.89,0.81,2023-05-24,2025-10-13,1,True,True,True,0.13150684931506848,43,0.9780821917808219,0.021917808219178103
870292500281763717,510191554,He,,False,Fourteenth Ward,42.66947,-73.81607,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Smoke alarm"", ""Kitchen"", ""Ethernet connection"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Ceiling fan"", ""Shampoo"", ""Baking sheet"", ""Room-darkening shades"", ""Safe"", ""Wine glasses"", ""Microwave"", ""Bread maker"", ""Host greets you"", ""Dining table"", ""Washer"", ""Extra pillows and blankets"", ""Rice maker"", ""Pets allowed"", ""Long term stays allowed"", ""Portable fans"", ""Drying rack for clothing"", ""Air conditioning"", ""Toaster"", ""Essentials"", ""Coffee"", ""Clothing storage: closet"", ""Central heating"", ""Induction stove"", ""Conditioner"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Freezer"", ""Coffee maker: drip coffee maker"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Private backyard""]",1,1125,0,30,60,60,48,0,0,0,4.63,4.75,4.67,4.75,4.77,4.75,4.63,1.39,2023-04-19,2023-12-17,1,True,True,True,0.0,49,0.1643835616438356,0.8356164383561644
870457209918967324,177073982,Cristian,"Albany, NY",False,Fourteenth Ward,42.66128,-73.80548,Private room in home,Private room,1,1.0,1 private bath,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Body soap"", ""Dryer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Shampoo"", ""Host greets you"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Dining table"", ""Heating"", ""Washer"", ""Rice maker"", ""Electric stove"", ""Exterior security cameras on property"", ""Air conditioning"", ""Toaster"", ""Essentials"", ""Lock on bedroom door"", ""Coffee"", ""Clothing storage: closet"", ""First aid kit"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Freezer"", ""Fire extinguisher"", ""Cleaning products""]",180,1125,0,15,45,320,4,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.14,2023-10-01,2024-03-02,2,True,True,True,0.0,36,0.8767123287671232,0.12328767123287676
881231954286264195,37769478,Erion,"New York, NY",True,Sixth Ward,42.65379,-73.76901,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Hair dryer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Dedicated workspace"", ""Clothing storage"", ""Heating"", ""Smart lock"", ""Extra pillows and blankets"", ""Air conditioning"", ""First aid kit"", ""Hangers"", ""Self check-in"", ""Fire extinguisher""]",1,1125,25,55,85,360,25,8,0,48,4.88,4.88,4.8,4.92,5.0,4.96,4.8,0.73,2023-05-02,2025-11-13,15,True,True,True,0.13150684931506848,23,0.9863013698630136,0.013698630136986356
882229561343619620,512736975,Miguelino,"New York, NY",False,Tenth Ward,42.6599733,-73.7747433,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""General Electric (GE) refrigerator"", ""Wifi"", ""Coffee maker"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Dining table"", ""Smart lock"", ""Radiant heating"", ""Exterior security cameras on property"", ""General Electric (GE) stainless steel single oven"", ""Central heating"", ""HDTV with Netflix"", ""Dishes and silverware"", ""Window AC unit"", ""Self check-in"", ""Free street parking"", ""Fire extinguisher"", ""GE stainless steel electric stove"", ""Private backyard \u2013 Fully fenced""]",2,1125,0,26,56,236,76,16,0,96,4.78,4.84,4.88,4.78,4.87,4.57,4.63,2.27,2023-05-18,2026-01-11,1,True,True,True,0.26301369863013696,24,0.6465753424657534,0.35342465753424657
887179061681202083,459472925,Gabriel,"Albany, NY",False,Third Ward,42.6628771,-73.76534029999999,Private room in rental unit,Private room,2,1.5,1.5 baths,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Hot water"", ""Dryer"", ""Mini fridge"", ""TV"", ""Gym"", ""Carbon monoxide alarm"", ""Bed linens"", ""Heating - split type ductless system"", ""Cooking basics"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Exercise equipment"", ""Washer"", ""Smart lock"", ""Extra pillows and blankets"", ""Exterior security cameras on property"", ""Air conditioning"", ""Lock on bedroom door"", ""First aid kit"", ""Hangers"", ""Self check-in"", ""Fire extinguisher""]",1,720,27,57,87,362,30,1,0,6,4.83,4.83,4.73,5.0,4.97,4.27,4.77,0.9,2023-05-19,2025-06-08,1,True,True,True,0.01643835616438356,26,0.9917808219178083,0.008219178082191747
888859204851381094,121680792,Evolve,United States,False,Third Ward,42.6573,-73.7521,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,3.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Washer \u2013\u00a0In building"", ""Coffee maker"", ""Hair dryer"", ""Private entrance"", ""Indoor fireplace"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Clothing storage"", ""Dining table"", ""Long term stays allowed"", ""Oven"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""Central heating"", ""First aid kit"", ""Free parking on premises"", ""Window AC unit"", ""Dishes and silverware"", ""Crib"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Self check-in"", ""Fire extinguisher"", ""Keypad"", ""Board games"", ""High chair""]",2,1125,24,54,77,352,16,3,0,18,4.19,4.31,4.69,4.63,4.5,4.13,4.19,0.48,2023-05-21,2025-05-17,5,True,True,True,0.049315068493150684,41,0.9643835616438357,0.03561643835616435
898743867240851780,516414095,Rashawn,"Albany, NY",False,Tenth Ward,42.66087,-73.78655,Entire home,Entire home/apt,11,2.0,2 baths,5.0,6.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""50 inch HDTV with HBO Max, Disney+, Apple TV, Hulu, standard cable, Roku, Netflix"", ""Private patio or balcony"", ""Ethernet connection"", ""Clothing storage: closet and dresser"", ""Gas stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""Outdoor dining area"", ""Baby bath - always at the listing"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys for ages 5-10 years old and 10+ years old"", ""Bed linens"", ""Cooking basics"", ""Ceiling fan"", ""Shampoo"", ""Iron"", ""Wine glasses"", ""Free dryer \u2013 In building"", ""Dedicated workspace"", ""Microwave"", ""Dining table"", ""Extra pillows and blankets"", ""Pets allowed"", ""Long term stays allowed"", ""BBQ grill"", ""Exterior security cameras on property"", ""Air conditioning"", ""Essentials"", ""Coffee"", ""Outdoor furniture"", ""Single oven"", ""Central heating"", ""First aid kit"", ""Barbecue utensils"", ""Conditioner"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Free washer \u2013 In building"", ""Fire extinguisher"", ""Children's playroom"", ""Private backyard \u2013 Fully fenced"", ""Cleaning products"", ""Keypad""]",2,1125,0,15,44,223,64,15,0,90,4.81,4.84,4.88,4.89,4.91,4.75,4.8,1.97,2023-06-19,2025-11-23,1,True,True,True,0.2465753424657534,53,0.6109589041095891,0.3890410958904109
902166216060824525,47625981,Linda,"Albany, NY",False,Seventh Ward,42.64787,-73.76707,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,2.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Stainless steel single oven"", ""Private patio or balcony"", ""Wifi"", ""Free driveway parking on premises \u2013 1 space"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Dining table"", ""Extra pillows and blankets"", ""Rice maker"", ""Pets allowed"", ""Electric stove"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Air conditioning"", ""Toaster"", ""Coffee"", ""Laundromat nearby"", ""Outdoor furniture"", ""Clothing storage: closet"", ""Central heating"", ""First aid kit"", ""Conditioner"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Fire extinguisher"", ""Cleaning products"", ""Keypad"", ""Board games"", ""Cleaning available during stay""]",1,365,21,51,79,304,59,11,1,66,4.75,4.76,4.69,4.76,4.85,4.58,4.63,1.82,2023-06-19,2026-01-25,16,True,True,True,0.18082191780821918,49,0.8328767123287671,0.16712328767123286
902326803627859755,349460842,Scott,"Albany, NY",True,Tenth Ward,42.66174,-73.78325,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Indoor fireplace: electric"", ""Dishwasher"", ""Samsung stainless steel electric stove"", ""Clothing storage: closet and dresser"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hair dryer"", ""TV"", ""Shared backyard \u2013 Not fully fenced"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Baking sheet"", ""Iron"", ""Room-darkening shades"", ""Hot water kettle"", ""Fireplace guards"", ""Microwave"", ""Wine glasses"", ""Samsung stainless steel single oven"", ""Dining table"", ""Heating"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Noise decibel monitors on property"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Lock on bedroom door"", ""Laundromat nearby"", ""First aid kit"", ""Free washer \u2013 In unit"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Keypad""]",30,365,0,3,33,307,1,1,0,60,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.67,2026-01-02,2026-01-02,17,True,True,True,0.1643835616438356,46,0.8410958904109589,0.1589041095890411
904392960639597224,4259750,Peter,"Albany, NY",True,Thirteenth Ward,42.6652959,-73.7868778,Entire rental unit,Entire home/apt,5,2.0,2 baths,2.0,2.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Stainless steel single oven"", ""Outdoor kitchen"", ""Ethernet connection"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""TV"", ""Shared backyard \u2013 Not fully fenced"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Baking sheet"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Central air conditioning"", ""Hot water kettle"", ""Microwave"", ""Wine glasses"", ""Dining table"", ""Extra pillows and blankets"", ""Pets allowed"", ""Long term stays allowed"", ""BBQ grill: gas"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""Shared patio or balcony"", ""Central heating"", ""First aid kit"", ""Movie theater"", ""Barbecue utensils"", ""Conditioner"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Free parking on premises"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Self check-in"", ""Freezer"", ""Coffee maker: drip coffee maker"", ""Free street parking"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Keypad"", ""Stainless steel gas stove""]",1,730,30,60,90,270,23,5,0,30,5.0,5.0,5.0,5.0,5.0,4.91,4.96,0.7,2023-06-11,2025-12-14,8,True,True,True,0.0821917808219178,57,0.7397260273972602,0.26027397260273977
905007131419044966,349460842,Scott,"Albany, NY",True,Tenth Ward,42.66217,-73.78299,Entire home,Entire home/apt,8,1.0,1 bath,4.0,4.0,"[""Smoke alarm"", ""Kitchen"", ""Indoor fireplace: electric"", ""Dishwasher"", ""Stainless steel single oven"", ""Private patio or balcony"", ""Ethernet connection"", ""Clothing storage: closet and dresser"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""Outdoor dining area"", ""Shared backyard \u2013 Not fully fenced"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Baking sheet"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Wine glasses"", ""Fireplace guards"", ""Microwave"", ""Dining table"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Samsung stainless steel gas stove"", ""Radiant heating"", ""Portable fans"", ""Toaster"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""Outdoor furniture"", ""First aid kit"", ""Barbecue utensils"", ""Conditioner"", ""Free washer \u2013 In unit"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Coffee maker: drip coffee maker"", ""Free street parking"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""50 inch HDTV with Roku"", ""Cleaning products"", ""Keypad""]",1,1125,23,53,80,246,94,35,1,210,4.83,4.91,4.91,4.95,4.95,4.61,4.83,2.97,2023-07-14,2026-01-30,17,True,True,True,0.5753424657534246,54,0.673972602739726,0.32602739726027397
