listing_id,host_id,host_name,host_location,host_is_superhost,neighborhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,estimated_occupancy_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,first_review,last_review,calculated_host_listings_count,host_has_profile_pic,host_identity_verified,has_availability,occupancy_rate,amenities_count,availability_ratio,estimated_occupancy_from_calendar
54369238,152762198,Allen,"Albany, NY",True,Ninth Ward,42.65578,-73.78641,Entire townhouse,Entire home/apt,6,1.5,1.5 baths,2.0,2.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Ethernet connection"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""Outdoor dining area"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Ceiling fan"", ""Iron"", ""Suave conditioner"", ""Hot water kettle"", ""Baking sheet"", ""Dedicated workspace"", ""Microwave"", ""Dining table"", ""Heating"", ""Washer"", ""Electric stove"", ""Oven"", ""Backyard"", ""Patio or balcony"", ""Air conditioning"", ""Essentials"", ""Coffee"", ""Suave  body soap"", ""Clothing storage: closet"", ""First aid kit"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Suave shampoo"", ""Lockbox"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Board games"", ""Standalone high chair""]",3,1125,24,50,74,253,78,32,0,192,4.9,4.94,4.91,4.96,4.97,4.78,4.88,1.89,2022-09-26,2025-12-29,9,True,True,True,0.5260273972602739,49,0.6931506849315069,0.3068493150684931
54369240,152762198,Allen,"Albany, NY",True,Tenth Ward,42.65905,-73.77964,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Hair dryer"", ""GE stainless steel gas stove"", ""Carbon monoxide alarm"", ""Bed linens"", ""58 inch HDTV with Amazon Prime Video, Fire TV, HBO Max, Disney+, Apple TV, Netflix, Roku, Hulu"", ""Luggage dropoff allowed"", ""Ge refrigerator"", ""Cooking basics"", ""Ceiling fan"", ""Iron"", ""Baking sheet"", ""Room-darkening shades"", ""Safe"", ""Hot water kettle"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Long term stays allowed"", ""GE stainless steel oven"", ""Radiant heating"", ""Air conditioning"", ""Toaster"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""Suave  conditioner"", ""Suave  body soap"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Suave  shampoo"", ""Freezer"", ""Free street parking"", ""Lockbox"", ""Cleaning products"", ""Board games""]",3,1125,26,56,86,361,64,14,0,84,4.72,4.77,4.88,4.88,4.98,4.38,4.67,1.41,2022-05-25,2025-12-18,9,True,True,True,0.23013698630136986,42,0.989041095890411,0.010958904109588996
559249822516788574,433884293,Uniah,,False,Ninth Ward,42.66062,-73.79112,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Smoke alarm"", ""Kitchen"", ""Bikes"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""TV"", ""Carbon monoxide alarm"", ""Clothing storage: dresser"", ""Bed linens"", ""Bluetooth sound system"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Dining table"", ""Heating"", ""Exercise equipment"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Portable fans"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""Single level home"", ""First aid kit"", ""Conditioner"", ""Free parking on premises"", ""Dishes and silverware"", ""Self check-in"", ""Refrigerator"", ""Freezer"", ""Free street parking"", ""Lockbox"", ""Fire extinguisher"", ""Cleaning products"", ""Stove""]",5,1125,28,58,88,363,2,0,0,0,3.0,3.0,3.0,4.0,4.0,4.5,3.0,0.05,2022-10-22,2023-06-26,1,True,True,True,0.0,42,0.9945205479452055,0.005479452054794498
588298411730694861,353498132,Michael,"Albany, NY",False,Second Ward,42.64441,-73.75647,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Gas stove"", ""Free driveway parking on premises \u2013 1 space"", ""Hot water"", ""Private entrance"", ""TV"", ""Carbon monoxide alarm"", ""City skyline view"", ""Cooking basics"", ""Iron"", ""Central air conditioning"", ""Hot water kettle"", ""Wine glasses"", ""Free dryer \u2013 In building"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Host greets you"", ""Stainless steel oven"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Fast wifi \u2013 421 Mbps"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Central heating"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Free washer \u2013 In building"", ""Freezer"", ""Free street parking"", ""Cleaning products""]",13,365,14,44,74,349,16,3,0,78,5.0,4.94,4.94,5.0,5.0,4.25,4.88,0.36,2022-06-24,2025-11-20,6,True,True,True,0.2136986301369863,35,0.9561643835616438,0.043835616438356206
593272120497643087,382970529,Thomas,"Albany, NY",True,Thirteenth Ward,42.66911,-73.79869,Private room in home,Private room,2,1.0,1 private bath,1.0,2.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wolf stainless steel oven"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Clothing storage: closet and dresser"", ""Boston acoustics  sound system"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Coffee maker"", ""Hair dryer"", ""Body soap"", ""Fire pit"", ""Outdoor dining area"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Bread maker"", ""Bed linens"", ""Luggage dropoff allowed"", ""55 inch HDTV"", ""Pool table"", ""Bathtub"", ""Cooking basics"", ""Baking sheet"", ""Shampoo"", ""Iron"", ""Outdoor shower"", ""Room-darkening shades"", ""Free dryer \u2013 In building"", ""Fireplace guards"", ""Central air conditioning"", ""Dedicated workspace"", ""Microwave"", ""Hot water kettle"", ""Wine glasses"", ""Heating"", ""Dining table"", ""Hammock"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""BBQ grill"", ""Portable fans"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Lock on bedroom door"", ""Coffee"", ""Laundromat nearby"", ""Shared patio or balcony"", ""Outdoor furniture"", ""Books and reading material"", ""Shared outdoor pool - available seasonally, open 24 hours, heated, pool toys"", ""Shared hot tub"", ""Barbecue utensils"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Free washer \u2013 In building"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Sun loungers"", ""Wolf electric stove"", ""Fire extinguisher"", ""Paid parking lot on premises"", ""Cleaning products"", ""Keypad"", ""Board games"", ""Indoor fireplace: gas"", ""Cleaning available during stay"", ""Pool view"", ""Shared backyard \u2013 Fully fenced""]",1,1125,10,10,10,10,149,31,1,186,4.96,4.93,4.99,4.87,4.96,4.95,4.95,3.38,2022-07-05,2026-02-02,17,True,True,True,0.5095890410958904,75,0.0273972602739726,0.9726027397260274
617242073954595468,433096110,Brian,"Saratoga Springs, NY",True,Sixth Ward,42.65353,-73.7679,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Indoor fireplace: electric"", ""Ethernet connection"", ""Portable air conditioning"", ""Wifi"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""Carbon monoxide alarm"", ""Bed linens"", ""Heating - split type ductless system"", ""Bathtub"", ""Cooking basics"", ""Ceiling fan"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Portable heater"", ""Clothing storage"", ""Coffee maker: Keurig coffee machine"", ""Dining table"", ""Smart lock"", ""Extra pillows and blankets"", ""Pets allowed"", ""Oven"", ""Portable fans"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""Shared patio or balcony"", ""Stainless steel electric stove"", ""First aid kit"", ""Conditioner"", ""Dishes and silverware"", ""Hangers"", ""60 inch HDTV with Hulu"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Fire extinguisher"", ""Baking sheet"", ""Cleaning products""]",1,28,18,48,75,336,225,68,3,255,4.87,4.95,4.85,4.94,4.95,4.79,4.85,4.89,2022-05-08,2026-01-30,3,True,True,True,0.6986301369863014,51,0.9205479452054794,0.07945205479452055
619695112394148331,353498132,Michael,"Albany, NY",False,Second Ward,42.64489,-73.75731,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Hot water"", ""Dryer"", ""TV"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Iron"", ""Host greets you"", ""Dedicated workspace"", ""Heating"", ""Washer"", ""Long term stays allowed"", ""Exterior security cameras on property"", ""Air conditioning"", ""Essentials"", ""Free parking on premises"", ""Hangers"", ""Fast wifi \u2013 478 Mbps""]",13,365,23,53,83,358,11,1,0,26,5.0,5.0,5.0,5.0,4.82,4.09,5.0,0.25,2022-07-22,2025-12-22,6,True,True,True,0.07123287671232877,19,0.9808219178082191,0.019178082191780854
621960198566758900,382970529,Thomas,"Albany, NY",True,Fourteenth Ward,42.66762,-73.79919,Entire home,Entire home/apt,12,3.5,3.5 baths,4.0,4.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Private patio or balcony"", ""Private hot tub"", ""Wifi"", ""Hot water"", ""Hair dryer"", ""Fire pit"", ""Outdoor dining area"", ""Pool view"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bluetooth sound system"", ""Pool table"", ""Bathtub"", ""Cooking basics"", ""Ceiling fan"", ""Shampoo"", ""Iron"", ""Outdoor shower"", ""Central air conditioning"", ""Hot water kettle"", ""Dedicated workspace"", ""Microwave"", ""Wine glasses"", ""Stainless steel oven"", ""Rad body soap"", ""Hammock"", ""Smart lock"", ""Extra pillows and blankets"", ""Pets allowed"", ""BBQ grill"", ""Radiant heating"", ""Portable fans"", ""Noise decibel monitors on property"", ""Exterior security cameras on property"", ""Essentials"", ""Coffee"", ""Outdoor furniture"", ""Private outdoor pool - available seasonally, open 24 hours, heated"", ""Books and reading material"", ""Clothing storage: closet"", ""Free parking on premises"", ""Dishes and silverware"", ""Crib"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Free washer \u2013 In building"", ""Self check-in"", ""Coffee maker: drip coffee maker"", ""Head and Shoulders conditioner"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Cleaning products"", ""Board games"", ""Indoor fireplace: gas"", ""65 inch HDTV with Amazon Prime Video""]",1,1125,25,55,83,288,18,3,0,18,4.94,5.0,4.94,5.0,5.0,4.89,4.89,0.41,2022-07-17,2025-09-25,17,True,True,True,0.049315068493150684,61,0.7890410958904109,0.21095890410958906
628163387057233327,47625981,Linda,"Albany, NY",False,Second Ward,42.64528,-73.75861,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""Dryer"", ""TV"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Clothing storage"", ""Heating"", ""Washer"", ""Rice maker"", ""Pets allowed"", ""Long term stays allowed"", ""Oven"", ""Backyard"", ""Patio or balcony"", ""Air conditioning"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""Outdoor furniture"", ""First aid kit"", ""Conditioner"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Lockbox"", ""Fire extinguisher"", ""Cleaning products"", ""Stove""]",1,1125,16,46,76,302,64,11,0,66,4.75,4.86,4.77,4.92,4.86,4.55,4.61,1.42,2022-06-07,2025-10-12,16,True,True,True,0.18082191780821918,47,0.8273972602739726,0.17260273972602735
628824127129967353,7164949,Jordan,,False,Third Ward,42.66169974831227,-73.76466827605744,Private room in rental unit,Private room,1,1.0,1 private bath,2.0,2.0,"[""Smoke alarm"", ""Kitchen"", ""Long term stays allowed"", ""Free street parking"", ""Exterior security cameras on property"", ""Air conditioning"", ""Ethernet connection"", ""Noise decibel monitors on property"", ""Hotpoint oven"", ""Lockbox"", ""Wifi"", ""Hotpoint gas stove"", ""Central heating"", ""Carbon monoxide alarm"", ""Hotpoint refrigerator"", ""Pets allowed"", ""Self check-in""]",3,7,28,58,88,88,0,0,0,0,,,,,,,,,,,1,True,True,True,0.0,17,0.2410958904109589,0.7589041095890411
638900897313146306,335923036,Mohammed,"New York, NY",False,Second Ward,42.645351,-73.753647,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""TRESemm\u00e9 shampoo"", ""Smoke alarm"", ""Kitchen"", ""Indoor fireplace: electric"", ""Kenmore refrigerator"", ""Clothing storage: closet and dresser"", ""Shower gel"", ""Hot water"", ""Wifi \u2013 36 Mbps"", ""Hair dryer"", ""Private entrance"", ""Coffee maker: french press"", ""Carbon monoxide alarm"", ""Bed linens"", ""Pack \u2019n play/Travel crib - available upon request"", ""Bathtub"", ""Cooking basics"", ""Baking sheet"", ""Iron"", ""Room-darkening shades"", ""Hot water kettle"", ""Dedicated workspace"", ""Microwave"", ""Dining table"", ""Heating"", ""Paid street parking off premises"", ""Extra pillows and blankets"", ""Oven"", ""Exterior security cameras on property"", ""Air conditioning"", ""Toaster"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""HDTV with Amazon Prime Video, Hulu, Netflix, Roku"", ""First aid kit"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Blender"", ""Self check-in"", ""Babysitter recommendations"", ""Freezer"", ""Free street parking"", ""Fire extinguisher"", ""Cleaning products"", ""TRESemm\u00e9 conditioner"", ""Keypad"", ""Bidet"", ""Stove"", ""Dial body soap"", ""Private backyard""]",1,365,30,60,90,365,10,0,0,0,3.7,3.8,4.3,3.2,3.5,3.6,4.1,0.22,2022-06-06,2023-08-26,1,True,True,True,0.0,52,1.0,0.0
649973892551492641,353498132,Michael,"Albany, NY",False,Second Ward,42.64625,-73.75663,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Hot water"", ""Dryer"", ""TV"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Iron"", ""Host greets you"", ""Dedicated workspace"", ""Heating"", ""Washer"", ""Long term stays allowed"", ""Exterior security cameras on property"", ""Air conditioning"", ""Essentials"", ""Free parking on premises"", ""Fast wifi \u2013 453 Mbps"", ""Hangers""]",14,365,1,31,40,58,8,0,0,0,4.75,4.88,4.88,5.0,5.0,4.5,4.63,0.19,2022-08-21,2024-11-26,6,True,True,True,0.0,19,0.1589041095890411,0.8410958904109589
658638185191740358,466389096,Patrice,"Albany, NY",False,First Ward,42.6374547,-73.7716647,Entire home,Entire home/apt,4,1.0,1 bath,4.0,4.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Housekeeping - available at extra cost"", ""Private patio or balcony"", ""Portable air conditioning"", ""Frigidaire  refrigerator"", ""Wifi"", ""Frigidaire electric range  oven"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Outdoor dining area"", ""Dryer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Ceiling fan"", ""Iron"", ""Hot water kettle"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Dining table"", ""Washer"", ""Smart lock"", ""Extra pillows and blankets"", ""Amana stove"", ""Long term stays allowed"", ""Radiant heating"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Laundromat nearby"", ""Outdoor furniture"", ""First aid kit"", ""Free parking on premises"", ""Window AC unit"", ""Dishes and silverware"", ""Crib"", ""Hangers"", ""Blender"", ""Self check-in"", ""Coffee maker: drip coffee maker"", ""Free street parking"", ""Fire extinguisher"", ""Private backyard \u2013 Fully fenced"", ""Cleaning products"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Board games"", ""Mosquito net""]",5,1125,3,3,26,301,5,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.11,2022-07-16,2023-09-22,2,True,True,True,0.0,53,0.8246575342465754,0.1753424657534246
662132809952482192,466389096,Patrice,"Albany, NY",False,First Ward,42.6378819,-73.7715269,Entire home,Entire home/apt,4,,1.5 baths,4.0,,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Private patio or balcony"", ""Clothing storage: closet and dresser"", ""Portable air conditioning"", ""Wifi"", ""Frigidaire  refrigerator"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""GE oven"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Bathtub"", ""Cooking basics"", ""Ceiling fan"", ""Iron"", ""Baking sheet"", ""Room-darkening shades"", ""Hot water kettle"", ""Free dryer \u2013 In building"", ""Dedicated workspace"", ""Microwave"", ""Wine glasses"", ""Dining table"", ""Exercise equipment"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Radiant heating"", ""Portable fans"", ""Drying rack for clothing"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""Books and reading material"", ""First aid kit"", ""Barbecue utensils"", ""Free parking on premises"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""40 inch TV with Amazon Prime Video, Netflix, Roku, Fire TV"", ""Blender"", ""Free washer \u2013 In building"", ""Self check-in"", ""Freezer"", ""Coffee maker: drip coffee maker"", ""Free street parking"", ""GE conditioner"", ""Lockbox"", ""Fire extinguisher"", ""Frigidaire  stove"", ""Cleaning products"", ""Board games""]",7,1125,0,0,0,259,2,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05,2022-07-15,2024-08-12,2,True,True,True,0.0,59,0.7095890410958904,0.2904109589041096
668608096674070882,382970529,Thomas,"Albany, NY",True,Fourteenth Ward,42.66758,-73.7992,Private room in home,Private room,2,1.5,1.5 shared baths,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hair dryer"", ""Body soap"", ""Fire pit"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""32 inch HDTV with Amazon Prime Video"", ""Bed linens"", ""Pack \u2019n play/Travel crib - available upon request"", ""Pool table"", ""Shared pool"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Baking sheet"", ""Shampoo"", ""Iron"", ""Outdoor shower"", ""Central air conditioning"", ""Free dryer \u2013 In building"", ""Dedicated workspace"", ""Microwave"", ""Hot water kettle"", ""Wine glasses"", ""Beach essentials"", ""Dining table"", ""Heating"", ""Hammock"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""BBQ grill"", ""Portable fans"", ""Noise decibel monitors on property"", ""Exterior security cameras on property"", ""Essentials"", ""Lock on bedroom door"", ""Coffee"", ""Shared patio or balcony"", ""Outdoor furniture"", ""Books and reading material"", ""Shared hot tub"", ""Barbecue utensils"", ""Free parking on premises"", ""Dishes and silverware"", ""Crib"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Free washer \u2013 In building"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Fire extinguisher"", ""Cleaning products"", ""Keypad"", ""Board games"", ""Indoor fireplace: gas"", ""Stove"", ""Shared backyard \u2013 Fully fenced""]",1,1125,11,11,11,11,161,35,3,210,4.98,4.98,4.99,4.93,4.98,4.96,4.96,3.68,2022-07-15,2026-02-05,17,True,True,True,0.5753424657534246,64,0.030136986301369864,0.9698630136986301
668608486588067880,382970529,Thomas,"Albany, NY",True,Fourteenth Ward,42.66764,-73.79908,Private room in home,Private room,2,1.5,1.5 shared baths,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wolf stove"", ""Clothing storage: closet and dresser"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Hair dryer"", ""Body soap"", ""Fire pit"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Pool table"", ""Cooking basics"", ""Baking sheet"", ""Shampoo"", ""Iron"", ""Outdoor shower"", ""Room-darkening shades"", ""Central air conditioning"", ""Dedicated workspace"", ""Microwave"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""Hammock"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""BBQ grill"", ""Radiant heating"", ""Noise decibel monitors on property"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Lock on bedroom door"", ""Coffee"", ""Shared patio or balcony"", ""Outdoor furniture"", ""Books and reading material"", ""Pack \u2019n play/Travel crib"", ""Shared hot tub"", ""Barbecue utensils"", ""52 inch HDTV with Amazon Prime Video"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Crib"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Free parking on premises"", ""Self check-in"", ""Freezer"", ""Coffee maker: drip coffee maker"", ""Free street parking"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Keypad"", ""Board games"", ""Indoor fireplace: gas"", ""Shared pool - available seasonally"", ""Shared backyard \u2013 Fully fenced"", ""Private living room""]",1,1125,14,14,14,14,138,36,1,216,4.94,4.93,4.96,4.94,4.97,4.97,4.93,3.17,2022-07-19,2026-01-23,17,True,True,True,0.5917808219178082,67,0.038356164383561646,0.9616438356164384
689719338468663432,1717342,David,"Albany, NY",True,Sixth Ward,42.65405765037151,-73.76071299629517,Entire condo,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Hot water"", ""Body soap"", ""Coffee maker: french press"", ""TV"", ""City skyline view"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Bathtub"", ""Cooking basics"", ""Baking sheet"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Hot water kettle"", ""Free dryer \u2013 In building"", ""Dedicated workspace"", ""Microwave"", ""Wine glasses"", ""Dining table"", ""Extra pillows and blankets"", ""Oven"", ""Portable fans"", ""Toaster"", ""Essentials"", ""Coffee"", ""Central heating"", ""First aid kit"", ""Conditioner"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Free washer \u2013 In building"", ""Freezer"", ""Free street parking"", ""Lockbox"", ""Fire extinguisher"", ""Cleaning products"", ""Clothing storage: walk-in closet"", ""Stove""]",1,21,18,42,69,326,329,92,3,255,4.89,4.9,4.91,4.95,4.95,4.88,4.83,7.73,2022-08-19,2026-02-11,2,True,True,True,0.6986301369863014,45,0.8931506849315068,0.10684931506849316
692807914756117019,67337944,Rabia,"Albany, NY",False,Eleventh Ward,42.6623,-73.777,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Private patio or balcony"", ""Wifi"", ""Free driveway parking on premises \u2013 1 space"", ""55 inch HDTV with Amazon Prime Video, premium cable"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Baking sheet"", ""Shampoo"", ""Iron"", ""Hot water kettle"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Portable heater"", ""Coffee maker: Keurig coffee machine"", ""Dining table"", ""Stainless steel oven"", ""Smart lock"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Coffee"", ""Outdoor furniture"", ""Books and reading material"", ""Clothing storage: closet"", ""Central heating"", ""First aid kit"", ""Stainless steel electric stove"", ""Conditioner"", ""Free washer \u2013 In unit"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Self check-in"", ""Freezer"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Board games""]",31,1125,0,0,0,45,104,1,0,62,4.81,4.87,4.89,4.83,4.89,4.43,4.74,2.72,2022-12-29,2025-02-23,1,True,True,True,0.16986301369863013,51,0.1232876712328767,0.8767123287671232
699073700185633508,476189412,Timothy,"Albany, NY",False,Second Ward,42.6468502,-73.7587258,Entire condo,Entire home/apt,2,2.0,2 baths,2.0,2.0,"[""Smoke alarm"", ""Kitchen"", ""Indoor fireplace: electric"", ""Dishwasher"", ""Private patio or balcony"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""Outdoor dining area"", ""Paid parking off premises"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Park view"", ""Bathtub"", ""Children\u2019s dinnerware"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Baking sheet"", ""Clothing storage"", ""Dining table"", ""Extra pillows and blankets"", ""Pets allowed"", ""Long term stays allowed"", ""Oven"", ""AC - split type ductless system"", ""Radiant heating"", ""Fast wifi \u2013 188 Mbps"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Coffee"", ""50 inch HDTV with Amazon Prime Video, Hulu, Disney+, Netflix, Roku, Chromecast, Apple TV, HBO Max"", ""Outdoor furniture"", ""Books and reading material"", ""Stainless steel electric stove"", ""First aid kit"", ""Conditioner"", ""Free washer \u2013 In unit"", ""Courtyard view"", ""Children\u2019s books and toys"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Free parking on premises"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Lockbox"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""High chair""]",1,365,12,42,57,135,9,4,0,24,5.0,5.0,4.89,5.0,5.0,4.78,5.0,0.22,2022-10-07,2025-08-04,3,True,True,True,0.06575342465753424,61,0.3698630136986301,0.6301369863013699
